age,bmi,bmi_category,gender,activity_level,diet_type,goal,health_condition,calorie_target,protein_requirement,carbs_limit,fat_limit,recommended_food
44,27.7,overweight,male,medium,normal,maintain,obesity,2120,97,264,63,Grilled Chicken Bowl
19,17.2,underweight,female,high,normal,muscle_gain,normal,2781,74,216,75,Grilled Chicken Bowl
18,18.1,underweight,female,low,high_protein,muscle_gain,hypertension,2363,86,275,58,Grilled Chicken Bowl
47,26.2,overweight,male,medium,high_protein,maintain,diabetes,2021,79,170,80,Grilled Chicken Bowl
38,26.2,overweight,male,low,normal,muscle_gain,hypertension,2369,105,187,59,Grilled Chicken Bowl
50,17.7,underweight,female,medium,vegan,weight_loss,hypertension,1791,60,225,73,Tofu Stir Fry #6
28,26.8,overweight,female,medium,vegan,maintain,hypertension,2365,62,268,54,Almond Granola - Deluxe
23,26.0,overweight,female,medium,normal,muscle_gain,hypertension,2668,112,252,71,Grilled Chicken Bowl
48,35.7,obese,female,high,high_protein,maintain,hypertension,2026,57,224,73,Grilled Chicken Bowl
41,19.5,normal,female,low,normal,maintain,obesity,2126,89,285,44,Grilled Chicken Bowl
26,35.1,obese,female,high,normal,weight_loss,hypertension,1634,59,187,72,Grilled Chicken Bowl
38,33.4,obese,female,low,normal,muscle_gain,obesity,2307,77,309,48,Grilled Chicken Bowl
29,28.0,overweight,male,high,normal,maintain,obesity,2092,65,260,56,Grilled Chicken Bowl
53,19.3,normal,male,medium,veg,weight_loss,diabetes,1781,66,163,61,Tofu Stir Fry
48,32.9,obese,male,high,veg,muscle_gain,normal,2767,80,266,60,Tofu Stir Fry #2
49,23.4,normal,male,high,normal,maintain,hypertension,2346,66,297,59,Grilled Chicken Bowl
56,23.6,normal,female,high,vegan,weight_loss,diabetes,1625,71,135,81,Tofu Stir Fry
21,29.7,overweight,male,low,vegan,maintain,hypertension,2370,57,304,78,Almond Granola - Deluxe
53,29.1,overweight,male,medium,veg,muscle_gain,normal,2302,136,300,54,Tofu Stir Fry #2
32,34.0,obese,male,high,normal,muscle_gain,obesity,2618,94,205,59,Shrimp Fried Rice (Low Salt)
39,33.9,obese,male,medium,vegan,muscle_gain,normal,2795,74,260,51,Tofu Stir Fry #2
58,26.0,overweight,female,high,veg,weight_loss,obesity,1593,64,222,51,Tofu Stir Fry
44,20.3,normal,male,low,normal,weight_loss,normal,1569,58,310,69,Grilled Chicken Bowl
60,33.5,obese,female,high,veg,weight_loss,diabetes,1738,86,180,70,Tofu Stir Fry
36,29.9,overweight,female,low,vegan,weight_loss,diabetes,1681,76,145,52,Tofu Stir Fry
25,18.6,normal,female,medium,vegan,weight_loss,obesity,1710,95,287,59,Tofu Stir Fry #4
60,22.4,normal,male,low,normal,muscle_gain,hypertension,2600,133,267,53,Grilled Chicken Bowl
50,22.2,normal,male,low,vegan,weight_loss,obesity,1751,86,313,45,Tofu Stir Fry
20,34.8,obese,male,high,veg,maintain,normal,2024,61,269,85,Tofu Stir Fry
34,28.5,overweight,male,medium,vegan,weight_loss,diabetes,1678,77,142,80,Tofu Stir Fry
48,35.6,obese,male,low,veg,muscle_gain,diabetes,2459,130,160,56,Tofu Stir Fry #2
29,18.9,normal,female,medium,vegan,muscle_gain,hypertension,2348,116,187,60,Tofu Stir Fry #6
53,19.2,normal,female,low,veg,weight_loss,obesity,1520,74,304,65,Tofu Stir Fry
34,18.9,normal,female,medium,vegan,weight_loss,obesity,1530,63,263,55,Tofu Stir Fry
27,31.8,obese,male,high,high_protein,maintain,obesity,2333,67,181,56,Grilled Chicken Bowl
52,32.4,obese,female,high,veg,muscle_gain,hypertension,2890,83,224,72,Tofu Stir Fry #6
34,33.5,obese,male,medium,veg,maintain,obesity,2025,73,313,60,Greek Yogurt Bowl
34,27.9,overweight,male,medium,normal,weight_loss,normal,1614,77,208,51,Grilled Chicken Bowl
34,21.7,normal,male,medium,vegan,muscle_gain,hypertension,2476,72,215,83,Tofu Stir Fry #6
40,22.9,normal,female,medium,high_protein,weight_loss,normal,1807,86,193,79,Grilled Chicken Bowl
56,18.8,normal,female,high,veg,maintain,hypertension,1953,59,192,80,Peanut Butter Toast
37,29.9,overweight,female,low,high_protein,muscle_gain,obesity,2605,127,277,41,Grilled Chicken Bowl
49,17.1,underweight,male,high,high_protein,weight_loss,obesity,1632,77,212,54,Grilled Chicken Bowl
41,29.3,overweight,male,low,normal,muscle_gain,hypertension,2680,77,318,73,Grilled Chicken Bowl
33,34.6,obese,female,medium,veg,weight_loss,obesity,1719,59,299,64,Tofu Stir Fry
48,27.3,overweight,male,low,normal,maintain,hypertension,1977,97,202,50,Grilled Chicken Bowl
51,33.5,obese,male,high,high_protein,maintain,diabetes,2393,88,164,64,Greek Yogurt Bowl
32,26.1,overweight,male,medium,high_protein,maintain,hypertension,2135,87,259,67,Grilled Chicken Bowl
20,17.7,underweight,male,low,veg,weight_loss,diabetes,1570,98,178,76,Tofu Stir Fry
33,30.3,obese,female,medium,vegan,muscle_gain,hypertension,2456,102,213,75,Tofu Stir Fry #6
51,33.9,obese,female,low,high_protein,muscle_gain,hypertension,2505,107,303,53,Grilled Chicken Bowl
21,26.5,overweight,male,high,vegan,weight_loss,obesity,1880,58,301,53,Tofu Stir Fry
22,24.3,normal,male,medium,high_protein,maintain,obesity,2226,62,294,58,Grilled Chicken Bowl
54,27.9,overweight,female,low,vegan,muscle_gain,hypertension,2324,71,290,81,Tofu Stir Fry #6
44,30.9,obese,female,high,veg,weight_loss,diabetes,1634,80,163,66,Tofu Stir Fry
37,32.3,obese,male,high,vegan,muscle_gain,obesity,2629,130,269,40,Tofu Stir Fry #6
24,28.7,overweight,female,low,veg,muscle_gain,normal,2797,76,190,70,Tofu Stir Fry #2
31,17.4,underweight,female,low,normal,maintain,hypertension,2237,60,300,53,Grilled Chicken Bowl
60,28.2,overweight,female,medium,vegan,maintain,hypertension,2069,91,207,53,Almond Granola - Deluxe
33,20.8,normal,male,high,vegan,maintain,normal,2134,86,200,82,Tofu Stir Fry
46,33.4,obese,female,low,normal,weight_loss,diabetes,1650,81,164,64,Grilled Chicken Bowl
34,17.2,underweight,male,medium,veg,weight_loss,hypertension,1766,57,301,63,Tofu Stir Fry #6
52,24.8,normal,female,high,vegan,muscle_gain,obesity,2719,94,193,44,Tofu Stir Fry #6
47,31.0,obese,male,low,veg,maintain,normal,2188,80,180,60,Greek Yogurt Bowl
29,29.0,overweight,male,high,veg,muscle_gain,normal,2814,102,252,64,Tofu Stir Fry #2
19,22.6,normal,female,high,normal,maintain,normal,2252,99,280,84,Grilled Chicken Bowl
26,26.4,overweight,female,high,vegan,maintain,normal,1997,99,223,71,Tofu Stir Fry
39,26.8,overweight,female,low,high_protein,muscle_gain,hypertension,2344,113,223,65,Grilled Chicken Bowl
44,21.3,normal,male,low,high_protein,weight_loss,diabetes,1679,87,150,50,Grilled Chicken Bowl
23,26.6,overweight,female,medium,veg,muscle_gain,diabetes,2568,85,168,60,Tofu Stir Fry #2
20,34.0,obese,female,medium,vegan,muscle_gain,obesity,2603,72,298,63,Tofu Stir Fry #6
25,23.7,normal,male,low,vegan,weight_loss,hypertension,1724,97,264,85,Tofu Stir Fry #6
18,26.0,overweight,male,medium,high_protein,maintain,obesity,2123,87,240,59,Grilled Chicken Bowl
47,26.9,overweight,male,high,normal,weight_loss,obesity,1673,68,241,57,Grilled Chicken Bowl
21,25.4,overweight,female,low,veg,muscle_gain,obesity,2752,86,244,63,Tofu Stir Fry #6
48,35.9,obese,male,high,veg,muscle_gain,obesity,2822,75,182,53,Tofu Stir Fry #6
43,26.0,overweight,female,low,normal,weight_loss,obesity,1687,63,286,50,Grilled Chicken Bowl
24,29.3,overweight,male,high,high_protein,muscle_gain,obesity,2741,99,225,63,Grilled Chicken Bowl
43,23.9,normal,male,low,vegan,maintain,hypertension,1972,74,208,80,Almond Granola - Deluxe
54,17.1,underweight,male,medium,normal,muscle_gain,obesity,2762,83,248,61,Grilled Chicken Bowl
19,28.6,overweight,male,medium,veg,muscle_gain,hypertension,2548,104,296,76,Tofu Stir Fry #6
56,28.3,overweight,female,low,veg,maintain,obesity,2314,58,311,63,Greek Yogurt Bowl
29,31.3,obese,male,medium,vegan,maintain,diabetes,2134,80,130,71,Tofu Stir Fry
57,36.0,obese,male,medium,normal,weight_loss,diabetes,1556,95,149,64,Grilled Chicken Bowl
55,23.2,normal,female,low,normal,muscle_gain,hypertension,2390,91,201,75,Grilled Chicken Bowl
28,29.2,overweight,male,high,vegan,maintain,diabetes,1956,96,121,57,Tofu Stir Fry
56,29.1,overweight,male,medium,vegan,weight_loss,hypertension,1803,73,246,58,Tofu Stir Fry #6
48,35.4,obese,female,high,high_protein,maintain,diabetes,2040,72,120,76,Grilled Chicken Bowl
44,33.7,obese,female,medium,normal,weight_loss,hypertension,1866,68,219,67,Grilled Chicken Bowl
59,24.3,normal,male,medium,veg,muscle_gain,diabetes,2434,136,133,71,Tofu Stir Fry #2
19,19.6,normal,male,medium,vegan,maintain,hypertension,2124,81,216,72,Almond Granola - Deluxe
51,26.2,overweight,female,high,normal,muscle_gain,diabetes,2694,79,175,67,Grilled Chicken Bowl
58,25.9,overweight,female,low,high_protein,muscle_gain,diabetes,2659,112,168,64,Grilled Chicken Bowl
42,35.0,obese,male,medium,normal,muscle_gain,hypertension,2688,131,284,59,Grilled Chicken Bowl
46,31.0,obese,male,low,normal,muscle_gain,normal,2797,93,226,85,Grilled Chicken Bowl
58,24.3,normal,female,high,high_protein,muscle_gain,hypertension,2769,78,197,67,Grilled Chicken Bowl
50,17.7,underweight,male,low,high_protein,weight_loss,hypertension,1597,83,230,67,Grilled Chicken Bowl
49,20.8,normal,female,low,vegan,maintain,normal,2337,81,248,53,Tofu Stir Fry
29,17.6,underweight,female,medium,high_protein,muscle_gain,obesity,2423,124,187,63,Grilled Chicken Bowl
50,32.5,obese,male,low,vegan,maintain,obesity,2239,98,314,58,Tofu Stir Fry
24,33.0,obese,male,low,normal,muscle_gain,hypertension,2457,118,202,66,Grilled Chicken Bowl
48,31.4,obese,female,medium,normal,weight_loss,hypertension,1654,72,221,81,Grilled Fish Plate
40,19.7,normal,female,low,veg,muscle_gain,hypertension,2854,70,225,70,Tofu Stir Fry #6
54,26.3,overweight,male,high,vegan,muscle_gain,normal,2457,83,209,54,Tofu Stir Fry #2
46,17.5,underweight,female,high,veg,muscle_gain,normal,2817,133,226,69,Tofu Stir Fry #2
37,29.4,overweight,female,medium,high_protein,maintain,obesity,2016,70,189,51,Grilled Chicken Bowl
46,26.0,overweight,female,high,normal,muscle_gain,obesity,2460,107,299,56,Grilled Chicken Bowl
54,29.8,overweight,male,medium,normal,muscle_gain,hypertension,2643,87,311,70,Grilled Chicken Bowl
57,23.2,normal,male,medium,veg,maintain,normal,2024,92,310,56,Greek Yogurt Bowl
52,25.7,overweight,male,low,veg,maintain,diabetes,1945,82,134,82,Greek Yogurt Bowl
21,32.0,obese,female,high,vegan,muscle_gain,diabetes,2441,87,137,54,Tofu Stir Fry #6
42,27.7,overweight,male,low,vegan,weight_loss,normal,1621,81,295,82,Tofu Stir Fry
30,22.0,normal,female,high,vegan,maintain,obesity,2100,100,262,41,Almond Granola - Deluxe
32,26.8,overweight,male,high,normal,weight_loss,hypertension,1593,85,310,84,Grilled Chicken Bowl
38,33.7,obese,female,medium,veg,weight_loss,hypertension,1892,69,224,77,Tofu Stir Fry #6
46,22.6,normal,female,medium,normal,muscle_gain,hypertension,2386,123,210,70,Grilled Chicken Bowl
48,22.0,normal,male,medium,high_protein,muscle_gain,hypertension,2674,75,201,82,Grilled Chicken Bowl
58,25.6,overweight,female,medium,high_protein,maintain,obesity,2360,98,187,51,Grilled Chicken Bowl
24,31.7,obese,male,medium,veg,muscle_gain,obesity,2348,100,255,50,Tofu Stir Fry #6
59,35.7,obese,male,high,veg,muscle_gain,diabetes,2504,130,146,56,Tofu Stir Fry #2
30,28.4,overweight,female,low,vegan,muscle_gain,normal,2614,110,188,70,Tofu Stir Fry #2
48,28.0,overweight,male,high,vegan,maintain,diabetes,2236,90,125,79,Tofu Stir Fry
50,34.3,obese,female,high,normal,muscle_gain,normal,2559,119,268,56,Grilled Chicken Bowl
48,33.5,obese,female,low,high_protein,muscle_gain,obesity,2841,117,181,48,Grilled Chicken Bowl
60,34.0,obese,male,medium,high_protein,weight_loss,obesity,1845,94,187,54,Grilled Chicken Bowl
41,31.0,obese,male,high,veg,muscle_gain,diabetes,2595,135,167,59,Tofu Stir Fry #2
32,29.6,overweight,male,low,veg,muscle_gain,obesity,2667,72,317,45,Tofu Stir Fry #6
21,32.9,obese,male,medium,vegan,maintain,hypertension,2233,55,276,80,Almond Granola - Deluxe
43,17.0,underweight,female,medium,vegan,muscle_gain,obesity,2364,135,301,58,Tofu Stir Fry #6
54,24.1,normal,female,medium,veg,maintain,hypertension,2149,97,245,51,Greek Yogurt Bowl
23,34.8,obese,male,medium,veg,maintain,obesity,2296,99,197,49,Greek Yogurt Bowl
21,35.6,obese,female,low,veg,muscle_gain,obesity,2578,110,220,51,Tofu Stir Fry #6
45,19.9,normal,male,high,high_protein,muscle_gain,hypertension,2554,113,235,62,Grilled Chicken Bowl
48,24.6,normal,female,low,vegan,maintain,normal,2364,85,275,79,Tofu Stir Fry
34,25.6,overweight,female,high,veg,muscle_gain,normal,2649,88,319,76,Tofu Stir Fry #2
56,24.7,normal,female,high,veg,weight_loss,hypertension,1601,83,269,62,Tofu Stir Fry #6
25,27.1,overweight,male,high,veg,muscle_gain,hypertension,2570,125,226,81,Tofu Stir Fry #6
37,25.9,overweight,male,medium,vegan,maintain,hypertension,2137,84,180,66,Almond Granola - Deluxe
35,32.6,obese,male,medium,veg,weight_loss,normal,1878,84,246,53,Tofu Stir Fry
34,35.2,obese,female,low,vegan,maintain,hypertension,2333,88,232,54,Almond Granola - Deluxe
38,34.4,obese,male,low,veg,muscle_gain,hypertension,2624,82,191,81,Tofu Stir Fry #6
25,27.0,overweight,female,high,normal,weight_loss,obesity,1852,74,251,47,Tofu Stir Fry
27,34.0,obese,female,low,vegan,muscle_gain,normal,2658,88,255,71,Tofu Stir Fry #6
51,22.0,normal,male,low,normal,muscle_gain,diabetes,2541,105,150,78,Grilled Chicken Bowl
57,28.8,overweight,male,medium,high_protein,muscle_gain,obesity,2441,130,261,59,Grilled Chicken Bowl
54,20.7,normal,female,high,vegan,muscle_gain,hypertension,2560,73,190,79,Tofu Stir Fry #6
32,35.8,obese,female,high,normal,maintain,normal,2335,80,242,74,Grilled Chicken Bowl
46,20.3,normal,female,high,normal,muscle_gain,diabetes,2668,84,177,58,Grilled Chicken Bowl
25,17.4,underweight,male,high,high_protein,maintain,diabetes,2138,85,156,68,Grilled Chicken Bowl
38,30.2,obese,female,medium,vegan,maintain,diabetes,1912,91,124,79,Tofu Stir Fry
52,30.0,obese,male,medium,normal,weight_loss,normal,1888,59,189,73,Grilled Chicken Bowl
59,22.7,normal,male,low,vegan,muscle_gain,normal,2844,95,261,51,Tofu Stir Fry #2
45,23.6,normal,male,medium,normal,muscle_gain,hypertension,2380,85,228,70,Grilled Chicken Bowl
18,27.6,overweight,male,medium,veg,muscle_gain,normal,2442,95,309,77,Tofu Stir Fry #2
60,35.7,obese,female,medium,high_protein,muscle_gain,normal,2737,95,312,78,Grilled Chicken Bowl
19,28.0,overweight,male,low,normal,muscle_gain,diabetes,2321,133,143,78,Grilled Chicken Bowl
26,32.1,obese,male,high,normal,maintain,obesity,2011,99,198,43,Grilled Chicken Bowl
33,17.7,underweight,male,medium,vegan,weight_loss,diabetes,1618,98,128,52,Tofu Stir Fry
24,26.0,overweight,male,medium,high_protein,weight_loss,obesity,1885,98,307,40,Grilled Chicken Bowl
53,35.1,obese,female,low,high_protein,muscle_gain,diabetes,2572,132,148,61,Shrimp Fried Rice (Low Salt)
26,33.7,obese,male,medium,veg,maintain,obesity,1959,69,216,48,Greek Yogurt Bowl
54,33.2,obese,male,medium,veg,weight_loss,diabetes,1654,71,128,66,Tofu Stir Fry
39,30.7,obese,female,high,high_protein,maintain,diabetes,1958,60,143,59,Grilled Chicken Bowl
38,29.5,overweight,female,high,veg,maintain,normal,2238,66,189,84,Greek Yogurt Bowl
25,30.9,obese,male,low,normal,muscle_gain,hypertension,2505,138,181,58,Grilled Chicken Bowl
59,29.7,overweight,female,high,high_protein,maintain,hypertension,2039,56,211,78,Grilled Chicken Bowl
39,33.5,obese,female,high,vegan,weight_loss,obesity,1555,100,182,56,Tofu Stir Fry
30,35.9,obese,female,low,vegan,muscle_gain,obesity,2853,121,298,57,Tofu Stir Fry #6
26,34.8,obese,male,high,vegan,maintain,diabetes,2010,97,178,71,Tofu Stir Fry
51,21.9,normal,male,medium,high_protein,weight_loss,normal,1759,88,313,53,Grilled Chicken Bowl
59,18.2,underweight,female,medium,normal,maintain,diabetes,1924,98,165,80,Grilled Chicken Bowl
51,34.1,obese,female,high,high_protein,muscle_gain,diabetes,2370,137,132,61,Grilled Chicken Bowl
20,35.1,obese,male,low,high_protein,weight_loss,obesity,1760,55,246,45,Grilled Chicken Bowl
28,19.0,normal,female,high,normal,weight_loss,diabetes,1849,90,170,81,Grilled Chicken Bowl
46,32.6,obese,male,medium,high_protein,maintain,normal,2383,80,183,85,Grilled Chicken Bowl
49,33.5,obese,male,medium,normal,weight_loss,obesity,1636,94,181,49,Grilled Chicken Bowl
54,33.8,obese,female,low,veg,maintain,obesity,2032,61,263,49,Greek Yogurt Bowl
53,21.5,normal,female,high,normal,maintain,obesity,2090,98,216,54,Grilled Chicken Bowl
43,32.9,obese,female,high,veg,muscle_gain,normal,2385,134,207,57,Tofu Stir Fry #2
43,28.4,overweight,male,high,vegan,maintain,obesity,1996,90,281,52,Tofu Stir Fry
34,24.1,normal,male,high,normal,weight_loss,hypertension,1620,76,299,55,Grilled Chicken Bowl
34,31.1,obese,male,medium,vegan,maintain,diabetes,2144,69,161,50,Tofu Stir Fry
40,20.7,normal,male,high,veg,maintain,normal,2049,81,291,69,Greek Yogurt Bowl
51,33.5,obese,female,medium,normal,muscle_gain,diabetes,2494,134,141,78,Grilled Chicken Bowl
39,32.2,obese,male,low,high_protein,weight_loss,diabetes,1702,97,150,78,Grilled Chicken Bowl
30,33.8,obese,male,low,high_protein,muscle_gain,diabetes,2459,83,120,72,Grilled Chicken Bowl
44,21.2,normal,male,high,veg,maintain,normal,1995,61,246,84,Greek Yogurt Bowl
28,22.2,normal,female,medium,high_protein,maintain,hypertension,2398,57,182,66,Grilled Chicken Bowl
46,26.1,overweight,male,high,high_protein,muscle_gain,obesity,2859,99,306,53,Shrimp Fried Rice (Low Salt)
51,28.0,overweight,male,medium,veg,muscle_gain,normal,2427,79,303,68,Tofu Stir Fry #2
29,22.8,normal,female,high,veg,weight_loss,diabetes,1620,64,150,63,Tofu Stir Fry
39,20.3,normal,male,high,veg,muscle_gain,hypertension,2481,87,264,79,Tofu Stir Fry #6
41,20.5,normal,male,low,vegan,muscle_gain,obesity,2560,125,243,65,Tofu Stir Fry #6
34,23.4,normal,male,low,normal,weight_loss,hypertension,1570,88,276,77,Grilled Chicken Bowl
29,31.6,obese,male,high,vegan,weight_loss,hypertension,1567,62,241,77,Tofu Stir Fry #6
43,19.0,normal,female,high,vegan,weight_loss,hypertension,1701,91,290,74,Tofu Stir Fry #6
32,31.2,obese,male,low,normal,weight_loss,hypertension,1550,87,189,71,Grilled Chicken Bowl
49,26.2,overweight,female,high,vegan,weight_loss,diabetes,1711,71,145,50,Tofu Stir Fry
18,20.7,normal,male,medium,vegan,weight_loss,obesity,1547,80,258,62,Tofu Stir Fry
40,22.6,normal,male,low,veg,weight_loss,diabetes,1765,99,161,84,Tofu Stir Fry
31,34.3,obese,female,high,normal,maintain,normal,2122,62,260,75,Grilled Chicken Bowl
28,31.3,obese,female,medium,veg,muscle_gain,normal,2444,137,215,59,Tofu Stir Fry #2
22,29.2,overweight,male,high,veg,maintain,obesity,2090,89,199,57,Greek Yogurt Bowl
57,32.2,obese,female,low,veg,weight_loss,obesity,1596,81,213,41,Tofu Stir Fry
23,27.8,overweight,male,medium,high_protein,maintain,normal,2391,67,279,85,Grilled Chicken Bowl
47,30.2,obese,male,medium,high_protein,maintain,diabetes,2107,85,163,59,Grilled Chicken Bowl
31,34.6,obese,male,high,normal,maintain,hypertension,2312,78,317,52,Grilled Chicken Bowl
45,34.4,obese,male,high,veg,weight_loss,diabetes,1729,69,172,82,Tofu Stir Fry
53,27.1,overweight,female,medium,normal,weight_loss,normal,1677,75,306,59,Grilled Chicken Bowl
37,28.4,overweight,male,medium,normal,muscle_gain,obesity,2557,71,199,52,Grilled Chicken Bowl
50,30.5,obese,male,medium,normal,muscle_gain,diabetes,2590,92,139,59,Shrimp Fried Rice (Low Salt)
29,34.9,obese,female,medium,normal,maintain,diabetes,1933,78,155,65,Greek Yogurt Bowl
56,33.4,obese,female,medium,vegan,maintain,diabetes,2043,75,172,64,Tofu Stir Fry
41,23.8,normal,male,medium,normal,muscle_gain,obesity,2516,129,224,46,Grilled Chicken Bowl
20,34.8,obese,female,medium,vegan,weight_loss,diabetes,1718,99,137,74,Tofu Stir Fry #4
60,26.2,overweight,male,medium,vegan,muscle_gain,normal,2422,121,183,85,Tofu Stir Fry #2
59,33.6,obese,female,medium,vegan,maintain,obesity,2174,87,284,52,Tofu Stir Fry
56,21.6,normal,male,low,high_protein,maintain,hypertension,2149,77,281,51,Grilled Chicken Bowl
59,23.2,normal,male,low,high_protein,muscle_gain,hypertension,2805,110,284,67,Grilled Chicken Bowl
26,32.9,obese,male,low,veg,maintain,normal,1912,91,240,69,Greek Yogurt Bowl
19,20.2,normal,female,low,normal,weight_loss,diabetes,1701,81,151,57,Grilled Chicken Bowl
20,21.8,normal,male,low,high_protein,maintain,normal,2124,57,284,74,Grilled Chicken Bowl
57,34.2,obese,female,low,vegan,muscle_gain,obesity,2557,110,224,49,Tofu Stir Fry #6
36,31.6,obese,female,low,high_protein,maintain,obesity,1953,93,272,45,Greek Yogurt Bowl
36,24.5,normal,female,low,vegan,muscle_gain,diabetes,2774,98,120,52,Tofu Stir Fry #2
35,20.5,normal,female,medium,vegan,weight_loss,hypertension,1763,64,320,57,Tofu Stir Fry #6
21,23.8,normal,female,medium,vegan,muscle_gain,diabetes,2459,102,136,83,Tofu Stir Fry #2
25,27.2,overweight,female,medium,normal,maintain,hypertension,2257,55,294,61,Grilled Chicken Bowl
53,24.5,normal,male,high,vegan,muscle_gain,hypertension,2463,75,270,81,Tofu Stir Fry #6
49,32.8,obese,female,low,normal,weight_loss,diabetes,1654,97,171,61,Grilled Chicken Bowl
21,22.5,normal,female,high,veg,muscle_gain,obesity,2831,119,318,55,Tofu Stir Fry #6
36,31.9,obese,female,medium,normal,maintain,hypertension,1917,59,190,67,Grilled Chicken Bowl
21,33.3,obese,female,high,high_protein,muscle_gain,obesity,2484,98,300,60,Grilled Chicken Bowl
33,30.8,obese,female,high,normal,muscle_gain,normal,2582,126,265,74,Grilled Chicken Bowl
46,28.6,overweight,male,high,normal,maintain,normal,2081,84,274,64,Grilled Chicken Bowl
28,20.5,normal,male,medium,high_protein,muscle_gain,normal,2838,112,233,52,Grilled Chicken Bowl
49,20.6,normal,female,medium,normal,weight_loss,diabetes,1697,92,148,51,Grilled Chicken Bowl
36,34.0,obese,female,high,vegan,muscle_gain,hypertension,2666,80,202,66,Tofu Stir Fry #6
25,22.6,normal,male,high,veg,maintain,hypertension,1931,88,262,55,Greek Yogurt Bowl
57,26.4,overweight,male,high,high_protein,muscle_gain,normal,2339,120,180,78,Grilled Chicken Bowl
39,20.0,normal,female,low,normal,weight_loss,hypertension,1700,93,262,75,Grilled Chicken Bowl
42,25.7,overweight,male,high,normal,weight_loss,hypertension,1553,61,285,63,Grilled Chicken Bowl
32,25.3,overweight,male,low,normal,muscle_gain,obesity,2640,86,228,40,Grilled Chicken Bowl
26,17.1,underweight,male,medium,veg,maintain,hypertension,1925,94,224,52,Greek Yogurt Bowl
32,31.6,obese,female,high,veg,maintain,obesity,2200,91,209,42,Greek Yogurt Bowl
24,28.7,overweight,female,medium,normal,weight_loss,normal,1551,62,291,56,Grilled Chicken Bowl
37,29.6,overweight,female,low,veg,muscle_gain,obesity,2389,138,226,51,Tofu Stir Fry #7
54,28.5,overweight,female,high,high_protein,muscle_gain,diabetes,2558,115,159,83,Grilled Chicken Bowl
47,17.8,underweight,female,low,high_protein,muscle_gain,obesity,2411,118,293,58,Grilled Chicken Bowl
38,22.7,normal,female,medium,normal,maintain,hypertension,2230,64,180,50,Grilled Chicken Bowl
47,28.5,overweight,female,medium,vegan,maintain,normal,2242,73,198,78,Tofu Stir Fry
34,24.6,normal,male,medium,high_protein,muscle_gain,diabetes,2807,93,139,80,Grilled Chicken Bowl
51,24.4,normal,male,medium,high_protein,weight_loss,hypertension,1790,99,308,75,Grilled Fish Plate
37,32.6,obese,female,low,vegan,maintain,normal,2185,61,305,68,Almond Granola - Deluxe
34,33.7,obese,female,high,normal,maintain,diabetes,2017,75,179,85,Grilled Chicken Bowl
31,35.8,obese,female,high,normal,maintain,hypertension,2317,71,277,79,Grilled Chicken Bowl
30,20.7,normal,male,high,vegan,muscle_gain,hypertension,2597,77,310,59,Tofu Stir Fry #6
53,25.3,overweight,female,medium,high_protein,weight_loss,normal,1768,89,249,56,Grilled Chicken Bowl
46,19.6,normal,female,high,vegan,weight_loss,diabetes,1647,86,169,80,Tofu Stir Fry
39,26.2,overweight,male,high,high_protein,muscle_gain,diabetes,2460,77,173,71,Grilled Chicken Bowl
32,26.7,overweight,male,low,normal,weight_loss,obesity,1709,61,264,57,Grilled Chicken Bowl
33,29.5,overweight,male,medium,vegan,maintain,diabetes,2374,58,158,67,Tofu Stir Fry
40,26.6,overweight,male,high,high_protein,weight_loss,normal,1685,96,255,81,Grilled Chicken Bowl
18,32.5,obese,female,medium,veg,muscle_gain,hypertension,2663,103,266,68,Tofu Stir Fry #6
22,35.9,obese,male,medium,veg,maintain,normal,2137,62,293,75,Greek Yogurt Bowl
33,18.1,underweight,female,medium,high_protein,maintain,hypertension,2350,92,254,75,Grilled Chicken Bowl
54,24.4,normal,male,low,high_protein,maintain,obesity,2352,85,210,48,Greek Yogurt Bowl
27,24.6,normal,male,medium,vegan,muscle_gain,normal,2529,108,220,57,Tofu Stir Fry #2
55,26.3,overweight,male,high,normal,muscle_gain,hypertension,2345,106,215,74,Grilled Chicken Bowl
56,31.4,obese,female,medium,normal,maintain,hypertension,2214,79,202,67,Grilled Chicken Bowl
53,32.4,obese,female,medium,vegan,maintain,normal,2294,96,301,84,Tofu Stir Fry
32,23.5,normal,male,low,veg,maintain,diabetes,2388,58,142,71,Greek Yogurt Bowl
43,28.9,overweight,female,low,veg,maintain,hypertension,2304,71,304,74,Greek Yogurt Bowl
35,31.4,obese,male,medium,normal,muscle_gain,diabetes,2767,125,162,78,Shrimp Fried Rice (Low Salt)
40,28.0,overweight,male,high,high_protein,maintain,hypertension,1962,67,208,62,Grilled Chicken Bowl
59,18.6,normal,male,low,vegan,maintain,obesity,2155,66,260,41,Tofu Stir Fry
30,27.0,overweight,male,high,veg,muscle_gain,diabetes,2793,86,139,79,Tofu Stir Fry #2
29,34.9,obese,male,medium,normal,muscle_gain,obesity,2841,115,268,57,Grilled Chicken Bowl
31,28.3,overweight,male,low,vegan,weight_loss,hypertension,1639,56,229,61,Tofu Stir Fry #6
39,22.9,normal,female,low,normal,muscle_gain,normal,2842,94,271,73,Grilled Chicken Bowl
31,32.5,obese,female,medium,vegan,muscle_gain,normal,2884,87,201,62,Tofu Stir Fry #2
41,21.0,normal,female,low,veg,maintain,obesity,1907,88,197,40,Greek Yogurt Bowl
47,21.4,normal,female,low,high_protein,maintain,obesity,2091,84,262,61,Grilled Chicken Bowl
